Station,Timestamp,GPP.mol_m2,GPP_err,fAPAR,PPFD.mol_m2,VPD.kPa,ALPHA,Tc.deg_C,CO2.ppm,Patm.Pa
US-Los,2005-08-01,16.9233,0.4705,0.5258,1247.3706,0.4660,1.083,17.70,378.81,95873.03
US-Los,2005-09-01,8.0329,0.3699,0.4511,954.8737,0.3225,1.244,14.60,378.81,95873.03
US-MMS,2002-05-01,13.7823,0.2383,0.5239,807.7828,0.2716,1.260,15.50,372.42,98171.63
US-MMS,2002-06-01,28.4157,1.3410,0.5429,934.3358,0.7231,1.260,23.20,372.42,98171.63
US-MMS,2002-07-01,28.8855,1.4566,0.6095,1188.5283,0.8836,1.186,25.60,372.42,98171.63
US-MMS,2002-08-01,22.6524,0.7994,0.5706,1093.1454,0.9463,0.700,25.20,372.42,98171.63
US-MMS,2002-09-01,11.1911,0.2264,0.4439,802.1911,0.8027,1.099,21.80,372.42,98171.63
US-MMS,2002-10-01,8.2808,0.5398,0.4125,440.8556,0.2284,1.259,11.90,372.42,98171.63
US-MMS,2003-05-01,18.4845,1.0322,0.5454,1149.6079,0.3699,1.259,16.30,374.97,98171.63
US-MMS,2003-06-01,21.0869,1.4366,0.5741,1414.7864,0.6718,1.259,19.90,374.97,98171.63
US-MMS,2003-07-01,24.3258,1.6637,0.5729,1522.1497,0.5618,1.259,23.30,374.97,98171.63
US-MMS,2003-08-01,20.5734,1.7462,0.5542,1389.1587,0.6492,1.259,23.80,374.97,98171.63
US-MMS,2003-09-01,14.4703,1.5333,0.4998,1157.8166,0.5512,1.259,18.00,374.97,98171.63
US-MMS,2004-05-01,20.0645,1.4297,0.5091,1372.0775,0.4918,1.259,19.60,376.78,98171.63
US-MMS,2004-06-01,24.2416,1.5438,0.5978,1581.1274,0.6268,1.260,21.70,376.78,98171.63
US-MMS,2004-07-01,23.0607,2.2950,0.6222,1409.3384,0.6719,1.259,22.90,376.78,98171.63
US-MMS,2004-08-01,22.6613,1.7174,0.6018,1341.4610,0.4808,1.259,21.10,376.78,98171.63
US-MMS,2005-06-01,23.8974,1.6811,0.5691,1562.6402,0.9678,1.259,23.40,378.81,98171.63
US-MMS,2005-07-01,23.8417,1.8181,0.6193,1537.6721,0.9257,1.253,24.50,378.81,98171.63
US-MMS,2005-09-01,17.0047,1.4313,0.5028,1147.6807,0.7596,1.260,21.40,378.81,98171.63
US-MOz,2004-06-01,34.6094,3.1941,0.5658,1335.9695,0.5085,1.260,21.20,376.78,98802.69
US-MOz,2004-07-01,34.8672,1.5513,0.5600,1239.7601,0.5378,1.260,23.40,376.78,98802.69
US-MOz,2004-08-01,27.4904,1.5001,0.5408,1086.0162,0.5518,1.260,21.30,376.78,98802.69
US-MOz,2004-09-01,16.7877,1.4942,0.4480,1062.6340,0.7123,1.260,20.70,376.78,98802.69
US-MOz,2004-10-01,7.1645,0.2690,0.3365,567.1128,0.4004,1.260,14.90,376.78,98802.69
US-MOz,2004-11-01,1.5387,0.0838,0.2814,317.6029,0.2252,1.260,8.30,376.78,98802.69
US-MOz,2004-12-01,2.0441,0.0839,0.2301,373.9755,0.2059,1.259,2.00,376.78,98802.69
US-MOz,2005-02-01,2.6066,0.3600,0.1771,447.3712,0.2167,1.260,4.40,378.81,98802.69
US-MOz,2005-03-01,4.6781,0.4100,0.2073,772.1340,0.3783,1.260,6.50,378.81,98802.69
US-MOz,2005-04-01,5.5448,0.1615,0.3774,985.5618,0.5948,1.260,14.10,378.81,98802.69
US-MOz,2005-05-01,23.0009,1.4006,0.5484,1452.0744,0.7447,1.260,18.00,378.81,98802.69
US-MOz,2005-06-01,27.9648,1.4453,0.5517,1474.7130,0.8249,1.170,24.00,378.81,98802.69
US-MOz,2005-09-01,17.9590,1.2622,0.4870,936.5207,0.8091,1.260,22.10,378.81,98802.69
US-MOz,2005-10-01,8.2205,0.8973,0.4035,721.6848,0.4291,1.259,14.00,378.81,98802.69
US-MOz,2006-05-01,23.9389,0.8598,0.5441,1104.8913,0.6472,1.259,18.50,380.93,98802.69
US-MOz,2006-06-01,26.9026,1.3162,0.5411,1280.4720,0.9404,1.059,23.00,380.93,98802.69
US-MOz,2006-09-01,14.2256,0.6883,0.4472,861.6588,0.7350,0.885,19.00,380.93,98802.69
US-MOz,2006-12-01,2.2772,0.3220,0.2180,357.5332,0.1743,1.259,3.30,380.93,98802.69
US-Ne1,2002-07-01,54.5609,0.3771,0.4658,1489.0843,1.1630,0.449,26.40,372.42,97201.97
US-Ne1,2002-08-01,40.0559,0.4578,0.4688,1221.0804,0.7504,1.037,23.30,372.42,97201.97
US-Ne1,2003-07-01,47.9375,0.5931,0.4971,1554.0325,0.8959,0.648,25.30,374.97,97201.97
US-Ne1,2003-08-01,40.8583,0.4937,0.4684,1306.0976,0.9806,0.413,24.80,374.97,97201.97
US-Ne1,2003-09-01,15.7075,0.4368,0.3383,1015.2194,0.5878,0.745,16.50,374.97,97201.97
US-Ne1,2004-07-01,44.7818,0.4178,0.5626,1283.4693,0.6004,0.949,23.00,376.78,97201.97
US-Ne1,2004-08-01,35.2554,0.4666,0.5665,1286.6371,0.6278,0.718,21.00,376.78,97201.97
US-Ne1,2004-09-01,13.3593,0.5308,0.4237,1104.5383,0.7824,0.951,20.50,376.78,97201.97
US-Ne2,2002-06-01,5.5840,0.4068,0.3918,1524.0272,0.9149,1.029,24.00,372.42,97190.74
US-Ne2,2002-07-01,21.6345,1.8433,0.4658,1520.5169,1.1630,0.449,26.40,372.42,97190.74
US-Ne2,2002-08-01,33.6704,1.3640,0.4688,1259.5860,0.7504,1.037,23.30,372.42,97190.74
US-Ne2,2003-07-01,54.6453,0.5930,0.4971,1611.4385,0.8959,0.648,25.30,374.97,97190.74
US-Ne2,2003-08-01,43.8801,0.6109,0.4684,1364.9026,0.9806,0.413,24.80,374.97,97190.74
US-Ne2,2003-09-01,19.6709,0.5262,0.3383,1060.9236,0.5878,0.745,16.50,374.97,97190.74
US-Ne2,2004-08-01,33.4059,1.3716,0.5665,1324.3410,0.6278,0.718,21.00,376.78,97190.74
US-Ne3,2002-07-01,23.4582,0.9867,0.4658,1518.4300,1.1630,0.449,26.40,372.42,97179.51
US-Ne3,2002-08-01,31.5489,1.2212,0.4688,1267.2454,0.7504,1.037,23.30,372.42,97179.51
US-Ne3,2003-07-01,45.3775,0.4834,0.4971,1617.9559,0.8959,0.648,25.30,374.97,97179.51
US-Ne3,2003-08-01,35.5195,2.9043,0.4684,1388.8343,0.9806,0.413,24.80,374.97,97179.51
US-Ne3,2004-07-01,19.0072,1.6027,0.5626,1327.2475,0.6004,0.949,23.00,376.78,97179.51
US-Ne3,2004-08-01,33.0608,1.2621,0.5665,1335.3253,0.6278,0.718,21.00,376.78,97179.51
US-Oho,2004-06-01,32.2700,1.4059,0.4031,1337.3889,0.6674,1.259,19.80,376.78,98682.12
US-Oho,2004-07-01,27.1306,1.4937,0.4826,1130.2910,0.8472,1.236,22.20,376.78,98682.12
US-Oho,2004-08-01,29.4400,1.5253,0.5399,1107.6955,0.6318,1.160,19.90,376.78,98682.12
US-Oho,2004-09-01,21.9751,1.0816,0.4265,1108.8072,0.7950,1.014,19.00,376.78,98682.12
US-Oho,2004-10-01,6.3650,0.2361,0.3264,663.8578,0.4085,1.207,11.40,376.78,98682.12
US-Oho,2005-06-01,28.8277,1.3971,0.4022,1484.7365,1.0565,0.900,23.50,378.81,98682.12
US-Oho,2005-07-01,31.7226,1.3810,0.4988,1534.8008,0.9881,0.920,23.80,378.81,98682.12
US-Oho,2005-08-01,27.7156,1.0040,0.5289,1293.7753,0.8545,0.845,23.20,378.81,98682.12
US-Oho,2005-09-01,19.5237,0.5955,0.4157,1072.5527,0.9018,0.906,19.60,378.81,98682.12
US-Oho,2005-10-01,11.4269,0.5587,0.2490,698.7602,0.4110,1.059,12.30,378.81,98682.12
US-PFa,2003-06-01,19.1902,1.0471,0.5526,1039.9865,0.3415,1.259,15.80,374.97,95984.14
US-PFa,2003-07-01,21.6624,0.9605,0.5886,1137.8952,0.5213,1.245,18.90,374.97,95984.14
US-PFa,2003-08-01,16.1987,1.2174,0.5311,1077.4194,0.3888,1.109,19.60,374.97,95984.14
US-SP1,2005-02-01,5.8611,0.3973,0.2851,744.2742,0.4249,1.259,14.90,378.81,100745.64
US-SP1,2005-03-01,9.2047,0.4027,0.3117,972.2358,0.5499,1.260,16.30,378.81,100745.64
US-SP1,2005-04-01,13.1768,0.8652,0.4081,1372.7939,0.5838,1.259,18.40,378.81,100745.64
US-SP1,2005-05-01,13.8655,0.9374,0.4667,1303.7177,0.7898,1.259,22.70,378.81,100745.64
US-SP1,2005-06-01,11.2215,0.6064,0.4878,1085.7436,0.7434,1.259,26.50,378.81,100745.64
US-SP1,2005-07-01,15.9407,0.7967,0.4762,1292.9681,0.7254,1.260,28.20,378.81,100745.64
US-SP1,2005-08-01,15.7851,0.8099,0.4453,1182.8949,0.8240,1.260,28.50,378.81,100745.64
US-SP1,2005-09-01,14.1601,0.3170,0.4139,1109.2966,0.8170,1.260,27.00,378.81,100745.64
US-SP1,2005-10-01,12.8379,0.7238,0.4144,850.7707,0.6148,1.259,22.50,378.81,100745.64
US-SP1,2005-11-01,7.0755,0.7664,0.3451,755.4808,0.5808,1.260,18.80,378.81,100745.64
US-SP1,2005-12-01,5.3174,0.4037,0.3195,643.5122,0.3410,1.259,12.30,378.81,100745.64
US-SP2,2002-01-01,6.4346,0.6156,0.2885,628.1244,0.3895,1.259,14.10,372.42,100745.64
US-SP2,2002-02-01,6.8021,0.6579,0.2874,726.0348,0.3685,1.259,13.80,372.42,100745.64
US-SP2,2002-04-01,12.6544,1.3409,0.4505,1200.5772,0.8734,1.133,22.90,372.42,100745.64
US-SP2,2002-05-01,14.6573,0.7731,0.4635,1426.5558,0.8700,0.743,24.20,372.42,100745.64
US-SP2,2002-06-01,15.3304,1.1680,0.4558,1157.6464,0.7432,1.099,26.50,372.42,100745.64
US-SP2,2002-07-01,22.8803,2.8339,0.4828,1231.1177,0.5911,1.259,27.40,372.42,100745.64
US-SP2,2002-09-01,22.4159,0.8870,0.4598,1040.7874,0.7086,1.259,27.20,372.42,100745.64
US-SP2,2002-10-01,20.3047,1.2141,0.4275,789.1290,0.6719,1.260,24.10,372.42,100745.64
US-SP2,2002-11-01,16.0439,1.3924,0.3531,564.2563,0.4022,1.259,16.20,372.42,100745.64
US-SP2,2002-12-01,13.0290,0.7201,0.3103,503.9030,0.2143,1.260,12.60,372.42,100745.64
US-SP2,2003-01-01,4.6212,0.2504,0.2974,644.8846,0.2479,1.259,9.70,374.97,100745.64
US-SP2,2003-02-01,10.1754,0.7683,0.2871,582.2251,0.4211,1.259,14.40,374.97,100745.64
US-SP2,2003-04-01,19.0060,1.3057,0.4173,1068.3856,0.6908,1.260,20.10,374.97,100745.64
US-SP2,2003-05-01,20.2720,1.2699,0.4683,1134.9867,0.8963,1.083,25.20,374.97,100745.64
US-SP2,2003-06-01,24.9706,1.9555,0.4710,950.5408,0.7432,1.224,26.50,374.97,100745.64
US-SP2,2003-07-01,25.1910,2.3951,0.4539,1141.0587,0.6070,1.259,27.00,374.97,100745.64
US-SP2,2003-08-01,24.8934,2.9860,0.4395,1104.1213,0.4561,1.259,26.90,374.97,100745.64
US-SP2,2003-10-01,12.0588,0.5713,0.3997,855.2425,0.5700,1.260,22.40,374.97,100745.64
US-SP2,2004-01-01,10.6291,1.3449,0.2964,761.7476,0.2810,1.259,12.30,376.78,100745.64
US-SP2,2004-02-01,11.8505,0.5696,0.2911,620.5751,0.3729,1.259,13.40,376.78,100745.64
US-SP2,2004-03-01,16.6387,1.8419,0.3253,1249.9650,0.5812,1.260,18.00,376.78,100745.64
US-SP2,2004-04-01,20.1015,0.9969,0.3904,1385.5436,0.6406,1.044,19.40,376.78,100745.64
US-SP2,2004-06-01,14.0359,1.7003,0.4530,1272.4082,0.9018,1.062,27.40,376.78,100745.64
US-SP2,2004-07-01,20.9423,1.6877,0.4482,1261.9312,0.7218,1.260,27.40,376.78,100745.64
US-SP2,2004-08-01,21.2089,1.4072,0.4643,1050.2576,0.7391,1.260,27.20,376.78,100745.64
US-SP2,2004-09-01,17.7684,0.9984,0.4567,787.6451,0.6627,1.260,26.30,376.78,100745.64
US-SP2,2004-10-01,16.5720,1.1619,0.3938,866.3899,0.6731,1.260,23.20,376.78,100745.64
US-SP2,2004-11-01,14.1854,0.8334,0.3607,694.7023,0.5644,1.259,18.90,376.78,100745.64
US-SP2,2004-12-01,11.9812,0.6339,0.3437,580.3407,0.3285,1.260,12.90,376.78,100745.64
US-SP3,2002-01-01,11.2390,0.5019,0.2885,567.9384,0.3895,1.259,14.10,372.42,100745.64
US-SP3,2002-02-01,12.5420,0.5143,0.2874,660.0468,0.3685,1.259,13.80,372.42,100745.64
US-SP3,2002-03-01,15.5730,1.0777,0.3116,987.0070,0.6072,1.260,18.50,372.42,100745.64
US-SP3,2002-04-01,14.6062,1.0091,0.4505,966.2204,0.8734,1.133,22.90,372.42,100745.64
US-SP3,2002-05-01,13.4095,1.3649,0.4635,1346.0259,0.8700,0.743,24.20,372.42,100745.64
US-SP3,2002-06-01,15.3080,1.0406,0.4558,1177.9499,0.7432,1.099,26.50,372.42,100745.64
US-SP3,2002-09-01,10.0124,0.9209,0.4598,1040.9727,0.7086,1.259,27.20,372.42,100745.64
US-SP3,2003-02-01,10.9645,0.6788,0.2871,582.1055,0.4211,1.259,14.40,374.97,100745.64
US-SP3,2003-03-01,14.2747,0.8384,0.3724,752.2822,0.6418,1.259,19.60,374.97,100745.64
US-SP3,2003-04-01,17.3908,1.0170,0.4173,1060.8368,0.6908,1.260,20.10,374.97,100745.64
US-SP3,2003-05-01,15.7027,1.1360,0.4683,1136.7214,0.8963,1.083,25.20,374.97,100745.64
US-SP3,2003-06-01,14.9324,1.5504,0.4710,949.0068,0.7432,1.224,26.50,374.97,100745.64
US-SP3,2003-07-01,18.0730,1.5288,0.4539,1139.2728,0.6070,1.259,27.00,374.97,100745.64
US-SP3,2003-08-01,17.0391,1.2090,0.4395,1107.5052,0.4561,1.259,26.90,374.97,100745.64
US-SP3,2003-09-01,18.4458,1.2284,0.4548,943.7269,0.4855,1.260,25.30,374.97,100745.64
US-SP3,2003-10-01,13.9654,1.7834,0.3997,854.1996,0.5700,1.260,22.40,374.97,100745.64
US-SP3,2003-11-01,12.5538,0.9959,0.3492,762.1434,0.5606,1.260,19.40,374.97,100745.64
US-SP3,2003-12-01,9.5546,1.0075,0.3248,718.0248,0.2938,1.259,11.90,374.97,100745.64
US-SP3,2004-01-01,7.3085,0.6368,0.2964,723.7426,0.2810,1.259,12.30,376.78,100745.64
US-SP3,2004-02-01,9.5488,0.4215,0.2911,596.5779,0.3729,1.259,13.40,376.78,100745.64
US-SP3,2004-03-01,15.1081,1.1545,0.3253,1190.8938,0.5812,1.260,18.00,376.78,100745.64
US-SP3,2004-04-01,15.1301,1.2740,0.3904,1297.1210,0.6406,1.044,19.40,376.78,100745.64
US-SP3,2004-05-01,9.4659,0.3349,0.4477,1444.0960,0.8400,0.547,24.90,376.78,100745.64
US-SP3,2004-09-01,13.7257,1.7741,0.4567,888.9163,0.6627,1.260,26.30,376.78,100745.64
US-SP3,2004-10-01,14.1098,1.0666,0.3938,939.5335,0.6731,1.260,23.20,376.78,100745.64
US-SP3,2004-11-01,12.2843,0.9530,0.3607,733.2326,0.5644,1.259,18.90,376.78,100745.64
US-SP3,2004-12-01,8.5042,0.8533,0.3437,622.5479,0.3285,1.260,12.90,376.78,100745.64
US-Syv,2002-06-01,24.3208,1.0557,0.5211,1240.1413,0.3481,1.259,16.20,372.42,95208.58
US-Syv,2002-07-01,16.5424,0.2716,0.6022,1555.8143,0.5402,1.260,20.30,372.42,95208.58
US-Syv,2002-08-01,19.4248,0.6409,0.5396,1309.0981,0.3455,1.260,17.30,372.42,95208.58
US-Syv,2002-09-01,11.6546,0.3795,0.4558,833.9115,0.1940,1.260,13.90,372.42,95208.58
US-Syv,2003-06-01,18.7277,0.5770,0.5464,1418.9425,0.3780,1.259,15.20,374.97,95208.58
US-Syv,2003-07-01,20.4091,0.5299,0.5633,1460.5925,0.4497,1.150,17.60,374.97,95208.58
US-Syv,2003-08-01,19.4537,0.5501,0.5544,1309.4931,0.3206,0.953,18.60,374.97,95208.58
US-Syv,2003-09-01,10.6459,0.3810,0.4601,870.9011,0.2339,1.247,12.70,374.97,95208.58
US-Syv,2004-05-01,5.5456,0.2710,0.2722,1137.7772,0.1865,1.259,8.40,376.78,95208.58
US-Syv,2004-06-01,22.7677,0.7317,0.5053,1422.5455,0.4148,1.259,14.10,376.78,95208.58
US-Syv,2004-07-01,30.0805,1.2842,0.5602,1432.0310,0.4793,1.259,17.20,376.78,95208.58
US-Syv,2004-08-01,20.6461,0.6373,0.5640,1162.2951,0.4041,1.260,14.80,376.78,95208.58
US-Syv,2004-09-01,16.8577,0.6387,0.4792,926.9264,0.3832,1.254,14.70,376.78,95208.58
US-Syv,2004-10-01,3.2781,0.2003,0.3112,522.2408,0.2226,1.259,7.10,376.78,95208.58
US-Syv,2005-05-01,7.1465,0.4925,0.2752,1192.7360,0.3558,1.259,9.60,378.81,95208.58
US-Syv,2005-06-01,24.1600,0.5897,0.5664,1509.6247,0.5208,1.259,18.20,378.81,95208.58
US-Syv,2005-07-01,25.8385,0.6841,0.5978,1557.7031,0.5141,1.139,18.70,378.81,95208.58
US-Syv,2005-08-01,11.9957,0.3247,0.5381,1277.9683,0.4733,1.161,17.60,378.81,95208.58
US-Syv,2005-10-01,3.3510,0.4487,0.3292,567.0547,0.1586,1.259,7.80,378.81,95208.58
US-Syv,2005-11-01,1.0886,0.0603,0.2215,276.7255,0.0779,1.260,-1.00,378.81,95208.58
US-Syv,2006-05-01,7.5676,0.3348,0.3419,1156.2328,0.3164,1.260,11.60,380.93,95208.58
US-Syv,2006-06-01,21.4546,0.5525,0.5366,1559.5287,0.5823,1.222,16.20,380.93,95208.58
US-Syv,2006-07-01,13.4688,0.2107,0.5567,1515.6674,0.7036,0.892,20.10,380.93,95208.58
US-Syv,2006-08-01,18.4506,0.5320,0.5075,1212.7362,0.4655,1.049,17.30,380.93,95208.58
US-Ton,2002-04-01,15.3694,0.8014,0.3953,1260.0172,0.5230,1.259,13.10,372.42,99286.13
US-Ton,2002-05-01,12.8149,1.0527,0.3660,1762.9930,0.8600,0.824,16.80,372.42,99286.13
US-Ton,2002-12-01,2.5372,0.1693,0.2823,380.9602,0.2241,1.259,8.10,372.42,99286.13
US-Ton,2003-03-01,10.3364,0.9937,0.3756,1144.4005,0.4540,1.259,11.30,374.97,99286.13
US-Ton,2003-04-01,15.4545,1.1280,0.4173,1115.9161,0.3344,1.259,10.50,374.97,99286.13
US-Ton,2003-05-01,14.7286,1.2145,0.3784,1699.8617,0.8580,1.196,17.40,374.97,99286.13
US-Ton,2004-04-01,13.0466,0.9925,0.3647,1460.8448,0.6804,1.174,14.90,376.78,99286.13
US-Ton,2004-05-01,10.0309,0.7496,0.3017,1833.3894,0.8777,0.390,18.10,376.78,99286.13
US-Ton,2004-06-01,8.3295,0.3487,0.2720,2007.3997,1.3210,0.139,22.10,376.78,99286.13
US-Ton,2005-04-01,15.5170,1.5303,0.4466,1395.8775,0.4777,1.260,12.00,378.81,99286.13
US-Ton,2005-05-01,17.4846,1.2160,0.3910,1591.2631,0.9055,1.244,17.30,378.81,99286.13
US-Ton,2006-03-01,5.7751,0.4254,0.3469,891.6919,0.1671,1.260,7.50,380.93,99286.13
US-Ton,2006-04-01,9.4598,0.7187,0.3591,1114.8916,0.4163,1.260,12.20,380.93,99286.13
US-Ton,2006-05-01,16.7564,0.9861,0.3770,1811.1318,1.0072,1.162,18.50,380.93,99286.13
US-Ton,2006-06-01,8.6036,0.5931,0.2919,1888.7375,1.5291,0.335,23.40,380.93,99286.13
US-UMB,2002-06-01,19.9181,1.4428,0.3140,1195.5179,0.4624,1.259,17.70,372.42,98636.66
US-UMB,2002-07-01,29.8065,1.0114,0.3307,1442.5760,0.7827,1.259,21.80,372.42,98636.66
US-UMB,2002-08-01,26.7019,1.2610,0.3177,1186.1130,0.5089,1.260,19.60,372.42,98636.66
US-UMB,2002-09-01,19.1496,0.7079,0.3044,807.8989,0.4255,1.260,17.30,372.42,98636.66
US-UMB,2002-10-01,4.9325,0.1448,0.2083,388.4251,0.1387,1.259,6.00,372.42,98636.66
US-UMB,2003-05-01,4.8099,0.5443,0.1832,1082.5728,0.5010,1.259,12.30,374.97,98636.66
US-UMB,2003-06-01,20.7703,1.1618,0.3089,1302.6386,0.4759,1.252,16.40,374.97,98636.66
US-UMB,2003-07-01,26.8169,1.1439,0.3289,1389.8373,0.5688,1.245,19.10,374.97,98636.66
US-UMB,2003-08-01,24.4932,0.7100,0.3452,1264.0314,0.4431,1.260,19.70,374.97,98636.66
US-UMB,2003-09-01,11.5444,0.1438,0.2731,815.1225,0.3295,1.260,14.80,374.97,98636.66
US-UMB,2003-10-01,3.2996,0.1354,0.2404,487.4620,0.1595,1.260,7.20,374.97,98636.66
US-Var,2002-01-01,3.6256,0.3699,0.3066,506.7681,0.1635,1.260,5.50,372.42,99835.73
US-Var,2002-02-01,7.3696,0.4522,0.3117,768.7622,0.3527,1.260,8.40,372.42,99835.73
US-Var,2002-03-01,14.1067,0.5333,0.3564,1101.4477,0.3438,1.260,9.40,372.42,99835.73
US-Var,2002-04-01,18.6900,0.6011,0.3953,1248.1506,0.5230,1.259,13.10,372.42,99835.73
US-Var,2002-12-01,3.1023,0.2644,0.2823,404.4765,0.2241,1.259,8.10,372.42,99835.73
US-Var,2003-01-01,5.1742,0.3167,0.3140,456.4995,0.3384,1.259,9.00,374.97,99835.73
US-Var,2003-02-01,7.6753,0.4186,0.3366,716.1173,0.1822,1.260,7.80,374.97,99835.73
US-Var,2003-03-01,15.3883,0.5113,0.3756,1179.4734,0.4540,1.259,11.30,374.97,99835.73
US-Var,2003-04-01,19.4447,0.6549,0.4173,1145.2388,0.3344,1.259,10.50,374.97,99835.73
US-Var,2003-05-01,18.0881,1.2642,0.3784,1682.3899,0.8580,1.196,17.40,374.97,99835.73
US-Var,2004-02-01,6.2759,0.3651,0.2943,604.3280,0.2241,1.259,8.10,376.78,99835.73
US-Var,2004-03-01,15.8802,0.9146,0.3514,1194.5255,0.5232,1.259,13.60,376.78,99835.73
US-Var,2004-11-01,3.5511,0.2375,0.2870,621.9551,0.2230,1.259,8.80,376.78,99835.73
US-Var,2004-12-01,5.4262,0.7262,0.3259,536.4346,0.1483,1.259,6.50,376.78,99835.73
US-Var,2005-01-01,2.6672,0.4857,0.3651,495.9309,0.0767,1.260,5.50,378.81,99835.73
US-Var,2005-02-01,15.0138,1.0797,0.4129,618.8403,0.2584,1.260,9.00,378.81,99835.73
US-Var,2005-03-01,21.4932,0.8250,0.4309,996.4319,0.3596,1.260,11.30,378.81,99835.73
US-Var,2005-04-01,22.3123,0.7501,0.4466,1347.9214,0.4777,1.260,12.00,378.81,99835.73
US-Var,2005-05-01,13.8706,0.9745,0.3910,1533.2698,0.9055,1.244,17.30,378.81,99835.73
US-Var,2006-01-01,2.5716,0.2043,0.2598,494.1583,0.2401,1.259,7.40,380.93,99835.73
US-Var,2006-02-01,5.0708,0.3231,0.2840,683.7819,0.2865,1.259,8.40,380.93,99835.73
US-Var,2006-03-01,12.8884,0.6382,0.3469,856.0125,0.1671,1.260,7.50,380.93,99835.73
US-Var,2006-04-01,17.1724,0.6664,0.3591,1073.2671,0.4163,1.260,12.20,380.93,99835.73
US-Var,2006-12-01,2.6843,0.2790,0.2443,453.8794,0.2316,1.259,6.50,380.93,99835.73
US-WCr,2002-06-01,32.2586,2.1615,0.5489,1320.3606,0.3655,1.260,17.30,372.42,95429.65
US-WCr,2002-07-01,34.3850,1.7317,0.5811,1482.9401,0.5431,1.260,21.10,372.42,95429.65
US-WCr,2002-08-01,29.3709,1.1994,0.5587,1264.1943,0.3582,1.259,17.90,372.42,95429.65
US-WCr,2002-09-01,17.0332,0.8314,0.4524,777.4809,0.2378,1.259,14.60,372.42,95429.65
US-WCr,2003-06-01,29.1034,1.1793,0.5526,1301.5740,0.3415,1.259,15.80,374.97,95429.65
US-WCr,2003-07-01,33.7819,2.1073,0.5886,1414.6799,0.5213,1.245,18.90,374.97,95429.65
US-WCr,2003-08-01,30.3173,1.6622,0.5311,1283.5197,0.3888,1.109,19.60,374.97,95429.65
US-WCr,2003-09-01,13.4477,0.9875,0.4177,840.3020,0.3132,1.258,13.60,374.97,95429.65
US-WCr,2004-07-01,31.6907,2.1422,0.5749,1329.5059,0.5012,1.221,18.00,376.78,95429.65
US-WCr,2004-08-01,26.7008,1.2810,0.5505,1102.3326,0.4186,1.183,15.60,376.78,95429.65
US-WCr,2004-09-01,16.8438,1.5257,0.4670,931.9028,0.3803,1.260,15.40,376.78,95429.65
US-WCr,2005-06-01,33.2134,1.5234,0.5660,1385.6552,0.4705,1.259,18.50,378.81,95429.65
US-WCr,2005-07-01,37.3356,1.1327,0.6089,1457.7190,0.5746,1.207,19.90,378.81,95429.65
US-WCr,2005-08-01,30.6700,1.0299,0.5390,1215.3975,0.5172,1.077,18.50,378.81,95429.65
US-WCr,2005-09-01,15.2993,0.6798,0.4345,909.3404,0.3973,1.236,15.50,378.81,95429.65
US-WCr,2006-06-01,30.5591,1.0185,0.5607,1486.5343,0.6481,1.159,17.40,380.93,95429.65
US-WCr,2006-07-01,29.1896,1.0083,0.5605,1456.6450,0.8487,0.767,21.90,380.93,95429.65
US-WCr,2006-08-01,25.2794,1.3655,0.4979,1182.1238,0.5572,1.104,18.50,380.93,95429.65
US-WCr,2006-09-01,10.9447,0.8738,0.4085,822.6981,0.3410,1.260,12.30,380.93,95429.65
US-Wi0,2002-06-01,12.2301,0.6186,0.4015,1159.0249,0.3131,1.260,15.90,372.42,97336.80
US-Wi0,2002-07-01,20.4663,1.1717,0.4669,1408.0971,0.5299,1.254,20.50,372.42,97336.80
US-Wi0,2002-08-01,18.5809,1.2535,0.4314,1169.5559,0.4282,1.257,17.90,372.42,97336.80
US-Wi0,2002-09-01,11.8200,0.8124,0.3892,798.6551,0.3569,1.260,15.10,372.42,97336.80
US-Wi0,2002-10-01,6.0307,0.4412,0.2724,458.9539,0.1580,1.260,3.00,372.42,97336.80
US-Wi1,2003-05-01,6.0329,0.5078,0.2466,1261.5070,0.4143,1.259,9.90,374.97,97303.08
US-Wi1,2003-06-01,21.2726,1.4595,0.4520,1104.1886,0.3004,1.260,14.90,374.97,97303.08
US-Wi1,2003-07-01,45.6167,2.2996,0.4694,1225.6621,0.5205,1.253,18.50,374.97,97303.08
US-Wi1,2003-08-01,30.3457,1.3344,0.4275,1024.9050,0.4546,1.006,19.90,374.97,97303.08
US-Wi1,2003-09-01,14.7310,0.8155,0.3636,714.6671,0.3848,1.174,14.10,374.97,97303.08
US-Wi1,2003-12-01,3.7473,0.5757,0.1993,244.6384,0.1276,1.260,-4.50,374.97,97303.08
US-Wi2,2003-09-01,10.1685,0.4757,0.3636,865.2070,0.3848,1.174,14.10,374.97,96820.76
US-Wi2,2003-10-01,10.1302,0.8737,0.4098,498.5906,0.2760,1.260,7.20,374.97,96820.76
US-Wi4,2002-05-01,7.8616,0.2720,0.2377,1335.5408,0.2765,1.259,7.30,372.42,97303.08
US-Wi4,2002-06-01,16.4441,0.9492,0.4015,1159.0249,0.3131,1.260,15.90,372.42,97303.08
US-Wi4,2002-07-01,19.0680,1.1996,0.4669,1408.0971,0.5299,1.254,20.50,372.42,97303.08
US-Wi4,2002-08-01,15.7876,0.3832,0.4314,1169.5559,0.4282,1.257,17.90,372.42,97303.08
